V	MHz
0.0	64.39409901
0.004884004884	64.42105602
0.00976800976801	64.44124742
0.014652014652	64.49328052
0.019536019536	64.51364663
0.02442002442	64.56524713
0.029304029304	64.61683375
0.034188034188	64.63575545
0.039072039072	64.68718628
0.043956043956	64.70619405
0.04884004884	64.75704668
0.0537240537241	64.80876719
0.0586080586081	64.82799787
0.0634920634921	64.878432
0.0683760683761	64.89787723
0.0732600732601	64.94854174
0.0781440781441	64.99874288
0.0830280830281	65.01841517
0.0879120879121	65.07024996
0.0927960927961	65.08983424
0.0976800976801	65.14036433
0.102564102564	65.19042372
0.107448107448	65.20987108
0.112332112332	65.26007278
0.117216117216	65.30459687
0.1221001221	65.32766457
0.126984126984	65.37871476
0.131868131868	65.3975919
0.136752136752	65.44780147
0.141636141636	65.49192718
0.14652014652	65.51557782
0.151404151404	65.56568108
0.156288156288	65.58416451
0.161172161172	65.63358867
0.166056166056	65.67936553
0.17094017094	65.70310032
0.175824175824	65.7530997
0.180708180708	65.77192681
0.185592185592	65.82126572
0.190476190476	65.8662604
0.19536019536	65.88933616
0.200244200244	65.93755841
0.205128205128	65.95637235
0.210012210012	66.00613887
0.214896214896	66.05089064
0.21978021978	66.07406373
0.224664224664	66.12224382
0.229548229548	66.14055672
0.234432234432	66.18939646
0.239316239316	66.2340944
0.2442002442	66.25698099
0.249084249084	66.30572116
0.253968253968	66.3242225
0.258852258852	66.37212679
0.263736263736	66.41668157
0.26862026862	66.4386487
0.273504273504	66.48631147
0.278388278388	66.504284
0.283272283272	66.55206758
0.288156288156	66.59616273
0.29304029304	66.61809482
0.297924297924	66.66515145
0.302808302808	66.68299318
0.307692307692	66.73063742
0.312576312576	66.77447462
0.31746031746	66.79563998
0.322344322344	66.84418766
0.327228327228	66.86186589
0.332112332112	66.91018458
0.336996336996	66.95473932
0.34188034188	66.97530874
0.346764346764	67.02303808
0.351648351648	67.04088109
0.356532356532	67.08756595
0.361416361416	67.13268899
0.3663003663	67.15304738
0.371184371184	67.2002028
0.376068376068	67.21802633
0.380952380952	67.26482177
0.385836385836	67.30920437
0.39072039072	67.32918852
0.395604395604	67.37660975
0.400488400488	67.39501342
0.405372405372	67.4419385
0.410256410256	67.4866057
0.41514041514	67.50638801
0.420024420024	67.55261066
0.424908424908	67.57016498
0.429792429792	67.61657067
0.434676434676	67.66017727
0.43956043956	67.67945563
0.444444444444	67.72605885
0.449328449328	67.74350028
0.454212454212	67.78953158
0.459096459096	67.83322342
0.46398046398	67.85187872
0.468864468864	67.89692219
0.473748473748	67.91381769
0.478632478632	67.96013521
0.483516483516	68.00488707
0.4884004884	68.02366855
0.493284493284	68.06851209
0.498168498168	68.08578651
0.503052503053	68.13172044
0.507936507937	68.17547277
0.512820512821	68.19307918
0.517704517705	68.23904276
0.522588522589	68.25593131
0.527472527473	68.30084667
0.532356532357	68.34496095
0.537240537241	68.36297648
0.542124542125	68.40781948
0.547008547009	68.4245043
0.551892551893	68.46959678
0.556776556777	68.51565474
0.561660561661	68.53300464
0.566544566545	68.5782404
0.571428571429	68.59490371
0.576312576313	68.63909974
0.581196581197	68.68361272
0.586080586081	68.70061068
0.590964590965	68.74395341
0.595848595849	68.7613286
0.600732600733	68.8058375
0.605616605617	68.84935708
0.610500610501	68.86663439
0.615384615385	68.90996583
0.620268620269	68.92726455
0.625152625153	68.97063304
0.630036630037	69.01442235
0.634920634921	69.03215984
0.639804639805	69.0768906
0.644688644689	69.09366672
0.649572649573	69.13763582
0.654456654457	69.18176747
0.659340659341	69.1987585
0.664224664225	69.24265776
0.669108669109	69.2592824
0.673992673993	69.30294635
0.678876678877	69.34692533
0.683760683761	69.36384522
0.688644688645	69.40725275
0.693528693529	69.42411868
0.698412698413	69.46726649
0.703296703297	69.51032078
0.708180708181	69.52752514
0.713064713065	69.57171336
0.717948717949	69.5885746
0.722832722833	69.63151123
0.727716727717	69.67447457
0.732600732601	69.69103837
0.737484737485	69.73378953
0.742368742369	69.74973204
0.747252747253	69.79275212
0.752136752137	69.83516327
0.757020757021	69.85118033
0.761904761905	69.89407995
0.766788766789	69.91001267
0.771672771673	69.95252114
0.776556776557	69.99482761
0.781440781441	70.01077068
0.786324786325	70.05283752
0.791208791209	70.06968332
0.796092796093	70.11236579
0.800976800977	70.15567174
0.805860805861	70.17147218
0.810744810745	70.21367222
0.815628815629	70.23026255
0.820512820513	70.27247269
0.825396825397	70.3143056
0.830280830281	70.33043964
0.835164835165	70.37318254
0.840048840049	70.38930162
0.844932844933	70.4312408
0.849816849817	70.47368842
0.854700854701	70.48946963
0.859584859585	70.53123729
0.864468864469	70.54770365
0.869352869353	70.59077696
0.874236874237	70.63313858
0.879120879121	70.64922966
0.884004884005	70.69098127
0.888888888889	70.70710677
0.893772893773	70.74894463
0.898656898657	70.79070893
0.903540903541	70.80644386
0.908424908425	70.84817319
0.913308913309	70.88564638
0.918192918193	70.90588071
0.923076923077	70.94710699
0.927960927961	70.96288634
0.932844932845	71.00468769
0.937728937729	71.04160161
0.942612942613	71.06196839
0.947496947497	71.10394844
0.952380952381	71.11953579
0.957264957265	71.16153281
0.962148962149	71.19834075
0.967032967033	71.2188951
0.971916971917	71.25965565
0.976800976801	71.27515072
0.981684981685	71.31644568
0.986568986569	71.35311852
0.991452991453	71.372533
0.996336996337	71.41361614
1.00122100122	71.42928346
1.00610500611	71.46979731
1.01098901099	71.5069072
1.01587301587	71.52611343
1.02075702076	71.56767917
1.02564102564	71.58347609
1.03052503053	71.62504459
1.03540903541	71.66260917
1.04029304029	71.68150903
1.04517704518	71.72257432
1.05006105006	71.73811459
1.05494505495	71.77834898
1.05982905983	71.81590409
1.06471306471	71.83502846
1.0695970696	71.87630304
1.07448107448	71.89187939
1.07936507937	71.93271443
1.08424908425	71.97043262
1.08913308913	71.98931559
1.09401709402	72.02952405
1.0989010989	72.04584235
1.10378510379	72.0875673
1.10866910867	72.1255292
1.11355311355	72.14479992
1.11843711844	72.18594259
1.12332112332	72.20165933
1.12820512821	72.24245076
1.13308913309	72.28062079
1.13797313797	72.29934594
